id;name;energy,calculated (kJ);fat, total (g);carbohydrate, available (g);protein, total (g);alcohol (g);organic acids, total (g);sugar alcohols (g);sugars, total (g);fructose (g);galactose (g);glucose (g);lactose (g);maltose (g);sucrose (g);starch, total (g);fibre, total (g);fibre, water-insoluble (g);polysaccharides, non-cellulosic, water-soluble (g);fatty acids, total (g);fatty acids, total polyunsaturated (g);fatty acids, total monounsaturated cis (g);fatty acids, total saturated (g);fatty acids, total trans (g);fatty acids, total n-3 polyunsaturated (g);fatty acids, total n-6 polyunsaturated (g);fatty acid 18:2 cis,cis n-6 (linoleic acid) (mg);fatty acid 18:3 n-3 (alpha-linolenic acid) (mg);fatty acid 20:5 n-3 (EPA) (mg);fatty acid 22:6 n-3 (DHA) (mg);cholesterol (GC) (mg);sterols, total (mg);calcium (mg);iron, total (mg);iodide (iodine) (µg);potassium (mg);magnesium (mg);sodium (mg);salt (mg);phosphorus (mg);selenium, total (µg);zinc (mg);tryptophan (mg);folate, total (µg);niacin equivalents, total (mg);niacin, preformed (nicotinic acid + nicotinamide) (mg);vitamers pyridoxine (hydrochloride) (mg);riboflavine (mg);thiamin (vitamin B1) (mg);vitamin A  retinol activity equivalents (µg);carotenoids, total (µg);vitamin B-12 (cobalamin) (µg);vitamin C (ascorbic acid) (mg);vitamin D (µg);vitamin E  alphatocopherol (mg);vitamin K, total (µg)
35507;Tabbouleh Salad;313;2.7;9.0;1.9;0;0.6;0;1.5;0.7;0;0.6;0;<0.1;0.1;7.5;2.4;0.9;0.4;2.5;0.6;1.6;0.3;0;0.1;0.5;460;112;0;0;0.2;23.4;32.1;0.7;13.0;258.8;14.5;175.8;447.9;37.2;0.4;0.4;32.8;38.0;1.0;0.6;0.08;0.08;0.04;89.0;3377.4;0;40.3;0;1.1;5.87
1526;Talkkuna Porridge, Talkkuna Powder, Water, Salt;265;0.8;11.3;1.6;0;0;0;0.1;<0.1;0;<0.1;0;0;0.1;11.1;1.9;1.6;0.3;0.6;0.2;0.2;0.1;0;<0.1;0.2;238;10;0;0;0;12.1;13.9;1.4;48.7;74.4;22.5;311.5;793.8;70.7;1.7;0.7;23.4;4.8;1.2;1.1;0.04;0.03;0.07;<0.1;21.7;0;0;0;<0.1;0.43
1527;Talkkuna Powder With Sour Milk;229;1.0;6.7;3.7;0;0.8;0;3.4;<0.1;0;<0.1;3.4;0;<0.1;3.2;0.6;0.5;<0.1;0.8;<0.1;0.2;0.5;<0.1;<0.1;<0.1;77;6;0;0;6.2;3.5;120.9;0.4;25.7;181.9;17.8;65.7;167.3;114.7;3.1;0.6;57.7;15.4;1.4;0.4;0.06;0.19;0.06;4.8;9.5;0.4;0.9;<0.1;<0.1;0.33
553;Tallow, Beef Fat;3684;99.0;0;1.2;0;0;0;0;0;N/A;0;0;0;0;0;0;0;0;87.0;7.8;31.1;46.2;1.8;1.5;6.2;5924;1065;0;87;109.0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;24.50
33485;Tapas, Cream Cheese-Filled Jalapeno Pepper, Olive Oil;950;23.5;2.2;1.3;0;0.5;0;2.2;0.7;0;0.7;0.8;0;0;0;1.7;<0.1;<0.1;22.1;2.4;13.1;6.6;<0.1;0.1;2.2;2179;129;0;0;16.4;30.0;38.3;1.2;2.3;176.6;12.7;1144.4;2915.9;26.9;0.8;0.3;15.0;11.7;0.5;0.3;0.16;0.09;0.04;108.7;1161.2;<0.1;6.6;<0.1;2.5;13.96
33482;Tapas, Marinated Champignon, Olive Oil;724;18.2;0.5;1.8;0;<0.1;0;0.1;<0.1;0;<0.1;0;0;<0.1;0.4;1.4;1.8;<0.1;16.9;2.1;12.3;2.5;0;<0.1;2.0;1978;100;0;0;<0.1;71.2;6.4;0.4;20.2;310.4;9.2;301.8;769.0;80.3;8.5;0.4;28.6;31.4;4.8;4.3;0.16;0.33;0.08;12.4;413.4;<0.1;6.4;0.2;2.2;5.66
30104;Tapioca;1561;<0.1;91.1;0.2;0;0;0;3.4;0;0;1.7;0;0;1.7;87.8;0.9;0.3;0.1;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;2;1;0;0;0;N/A;20.0;1.6;N/A;11.0;1.0;1.0;2.5;7.0;0.8;0.1;3.0;4.0;<0.1;0;<0.01;0;<0.01;0;0;0;0;0;0;0
5006;Tartar Sauce;2213;57.6;3.0;1.4;0;0.3;0;2.8;0.4;<0.1;0.3;0;<0.1;2.3;0.1;0.6;0.4;0.2;55.4;19.3;31.9;4.2;0;5.3;14.0;13941;5322;0;23;86.4;342.9;27.7;0.6;20.7;55.3;5.8;345.1;879.2;56.8;7.2;0.4;18.7;17.9;0.4;<0.1;0.05;0.09;0.06;84.4;730.3;0.5;6.1;0.4;12.7;83.08
34519;Tartar Sauce, Cold Smoked Reindeer;710;13.8;2.5;8.3;0;1.2;0;2.2;<0.1;0;0.1;1.9;<0.1;<0.1;0.3;0.3;<0.1;<0.1;13.3;0.4;3.4;9.3;0.2;<0.1;0.3;216;63;4;0;46.7;0.7;62.0;2.2;9.3;237.0;15.7;604.4;1540.1;152.8;10.8;1.7;117.8;11.6;3.6;1.6;0.18;0.16;0.05;104.1;54.5;2.1;1.8;0.1;0.5;2.43
34485;Tartar Sauce, Salmon Tartar, Sour Cream;777;14.4;1.3;12.1;0;0.8;0;1.1;0.2;<0.1;0.2;0.4;<0.1;0.2;0.2;0.3;0.1;<0.1;13.2;2.1;4.3;6.6;0.2;1.4;0.6;529;211;265;665;52.2;4.4;28.1;0.3;20.9;271.8;17.0;607.9;1549.0;132.4;14.5;0.3;138.8;16.1;6.6;4.2;0.48;0.14;0.11;84.1;229.5;3.1;8.0;4.9;1.0;9.76
34520;Tartar Sauce, Shrimp Tartar, Crème Fraîche;585;10.9;1.8;7.7;0;1.3;0;1.6;<0.1;0;0.2;1.1;<0.1;0.1;0.3;0.3;<0.1;<0.1;10.4;0.4;2.5;7.3;0.2;0.2;0.2;149;45;58;57;88.2;1.4;60.7;1.9;112.9;109.8;14.1;288.9;736.2;98.3;10.7;0.7;87.7;16.9;3.0;1.6;0.04;0.08;0.02;91.0;154.3;1.5;1.5;<0.1;2.1;4.28
901;Tea;1;0;0;<0.1;0;N/A;N/A;0;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;<0.1;1.0;14.0;<0.1;0.3;0.8;1.4;<0.1;<0.1;0;3.0;0;0;0;<0.01;0;0;0;0;0;0;0;0.27
937;Tea, Green Tea;1;0;0;<0.1;0;N/A;0;0;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;<0.1;1.0;14.0;<0.1;0.3;0.8;1.4;<0.1;<0.1;0;0;0;0;0;<0.01;0;0;0;0;3.0;0;0;0.27
923;Tea, Herbal Tea;0;0;0;0;0;N/A;0;0;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0.1;N/A;0;1.0;0;0;1.0;<0.1;0;0;1.0;0;0;0;0;<0.01;0;0;0;0;0;0;N/A
30380;Tea, Ice Tea;138;0;8.0;<0.1;0;<0.1;0;8.0;<0.1;0;<0.1;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.3;<0.1;1.3;14.2;0.2;0.3;0.7;1.4;<0.1;<0.1;0;2.9;<0.1;<0.1;<0.01;<0.01;<0.01;<0.1;0.2;0;0.4;0;<0.1;0.25
31249;Tempeh;843;10.8;5.5;18.5;0;N/A;N/A;0.9;0;N/A;0;0;0;0.9;4.6;4.3;2.3;2.0;9.0;3.8;3.0;2.2;0;0.2;3.6;3591;220;0;0;0;N/A;111.0;2.7;N/A;412.0;81.0;9.0;22.9;266.0;0;1.1;194.0;24.0;5.9;2.6;0.22;0.36;0.08;0;N/A;<0.1;0;0;N/A;N/A
1245;Thin Brown Sauce With Cream;299;3.6;8.0;1.3;0;0.5;0;0.8;<0.1;0;<0.1;0.6;<0.1;0.1;7.2;0.2;0.1;<0.1;3.4;0.2;0.9;2.2;<0.1;<0.1;0.1;140;14;<1;0;5.9;2.5;18.1;0.1;25.4;77.1;6.6;868.5;2212.9;32.8;0.9;0.1;14.5;1.2;0.6;0.6;<0.01;0.03;<0.01;21.8;12.9;<0.1;<0.1;<0.1;<0.1;0.65
32144;Thin Carrot Pancake, Carrot Crepes, Industrial;672;5.5;21.8;4.9;0;0.1;0;4.0;0.6;0;1.7;<0.1;0.2;1.5;17.5;1.7;1.2;0.5;5.0;1.3;2.3;1.3;0.2;0.3;0.9;910;318;0;11;36.4;39.8;44.6;0.6;7.1;224.6;14.5;425.7;1084.6;62.9;5.5;0.5;67.0;13.6;1.2;0.5;0.05;0.07;0.05;295.5;4488.4;0.2;1.8;0.2;1.0;12.65
3006;Thin Carrot Pancake, Carrot Crepes, Low-Fat Milk;682;7.4;17.7;5.7;0;0.2;0;4.3;0.4;<0.1;0.4;2.7;0.2;0.7;13.4;1.3;0.9;0.4;6.8;1.7;3.1;1.9;<0.1;0.4;1.3;1266;391;0;14;53.9;36.3;86.4;0.6;22.6;228.0;16.9;164.2;418.3;110.7;7.8;0.7;78.5;15.4;1.6;0.4;0.07;0.18;0.06;232.8;2942.6;0.5;1.6;1.1;1.3;10.42
3255;Thin Mushroom Pancake, Low-Fat Milk;783;11.3;15.4;5.5;0;0.2;N/A;3.5;<0.1;<0.1;0.3;2.8;0.1;0.1;11.9;1.0;1.1;0.2;10.7;2.8;5.0;2.7;<0.1;0.7;2.1;2057;687;0;12;49.5;55.0;83.5;1.1;15.6;220.8;15.4;296.5;755.5;116.1;15.7;0.7;78.0;15.3;2.4;1.5;0.12;0.24;0.06;70.1;97.9;0.5;1.2;2.6;1.9;9.96
32906;Thin Nettle Pancake, Fat-Free Milk;717;7.3;18.1;7.2;0;0.1;0;3.4;<0.1;<0.1;0.1;3.0;0.2;<0.1;14.7;1.7;0.9;0.4;6.7;1.8;3.2;1.5;<0.1;0.4;1.4;1358;421;0;18;62.9;36.9;152.8;1.0;22.8;250.7;28.7;137.0;349.1;135.3;10.7;0.9;94.6;35.4;1.7;0.4;0.11;0.20;0.07;74.7;949.3;0.6;6.6;1.2;1.6;46.94
32905;Thin Nettle Pancake, Low-Fat Milk;747;8.2;18.0;7.2;0;0.1;0;3.3;<0.1;<0.1;0.1;2.9;0.2;<0.1;14.7;1.7;0.9;0.4;7.5;1.9;3.5;2.1;<0.1;0.4;1.4;1369;424;0;18;66.2;36.9;152.2;1.0;22.8;244.6;28.0;135.2;344.4;135.3;10.7;0.9;93.6;35.4;1.7;0.4;0.11;0.20;0.07;82.0;952.6;0.6;6.5;1.2;1.6;47.05
32907;Thin Nettle Pancake, Whole Milk;792;9.4;18.0;7.2;0;0.1;0;3.3;<0.1;<0.1;0.1;2.9;0.2;<0.1;14.7;1.7;0.9;0.4;8.5;1.9;3.7;2.8;<0.1;0.4;1.4;1383;428;0;18;69.0;37.0;154.7;1.0;22.7;250.7;28.0;137.0;349.1;135.3;10.8;0.9;93.6;36.5;1.7;0.4;0.11;0.20;0.07;91.5;956.6;0.6;6.4;1.2;1.6;47.33
33205;Thin Pancake, Atria;892;4.7;37.1;6.3;0;0;0;4.3;<0.1;0;1.0;<0.1;0.4;2.9;32.8;1.4;1.0;0.4;4.3;1.4;2.2;0.6;<0.1;0.4;1.0;1034;362;0;5;18.4;42.8;27.6;0.5;6.3;86.3;13.9;324.2;826.0;59.7;5.7;0.4;73.3;8.0;1.2;0.4;0.05;0.04;0.03;12.0;36.9;0.1;0;0.1;0.9;5.29
32824;Thin Pancake, Beestings;807;9.0;19.2;8.2;0;0.1;0;3.3;<0.1;<0.1;<0.1;2.9;0.2;<0.1;16.0;0.8;0.6;0.2;8.2;1.7;3.4;3.0;<0.1;0.4;1.3;1244;368;0;19;73.6;32.4;105.4;0.5;28.9;174.8;16.9;209.1;532.9;129.4;9.6;0.8;110.1;17.4;1.9;0.3;0.09;0.32;0.08;82.8;141.4;0.7;1.1;0.6;1.3;5.71
32823;Thin Pancake, Fat-Free Milk;709;6.6;19.9;7.0;0;0.1;0;3.9;<0.1;<0.1;<0.1;3.6;0.2;<0.1;16.0;0.8;0.6;0.2;6.0;1.6;2.9;1.4;<0.1;0.4;1.2;1213;360;0;19;66.0;32.4;104.0;0.5;29.0;174.8;17.7;204.8;521.7;129.4;10.0;0.7;99.1;16.1;1.7;0.3;0.08;0.21;0.06;60.0;131.6;0.7;0.9;1.4;1.2;5.25
1223;Thin Pancake, Low-Fat Milk;780;8.0;20.8;7.3;0;0.2;0;4.0;<0.1;<0.1;<0.1;3.7;0.2;<0.1;16.7;0.8;0.6;0.2;7.3;1.7;3.3;2.2;<0.1;0.4;1.3;1285;381;0;20;73.2;33.9;108.2;0.6;30.4;175.4;17.7;212.2;540.6;135.5;10.5;0.8;102.6;16.9;1.8;0.3;0.09;0.22;0.06;72.1;142.0;0.7;0.8;1.4;1.3;5.63
32831;Thin Pancake, Sour Milk;692;6.8;18.1;7.0;0;0.6;0;2.8;<0.1;<0.1;<0.1;2.5;0.2;<0.1;15.3;0.7;0.6;0.2;6.1;1.6;2.9;1.6;<0.1;0.4;1.2;1165;346;0;18;67.0;30.9;102.3;0.5;30.0;174.2;16.9;198.7;506.2;130.7;9.6;0.7;100.4;22.4;1.8;0.3;0.08;0.20;0.05;60.4;125.9;0.6;0.7;0.6;1.2;5.06
34555;Thin Pancake, Soya Drink, Rice Flour, Gluten-Free, Dairy-Free, Egg-Free;571;4.3;20.4;3.4;0;0;0;1.1;<0.1;0;<0.1;0;<0.1;0.9;19.3;0.9;0.9;0.4;3.9;1.7;1.8;0.4;0;0.4;1.3;1277;417;0;0;0.1;35.2;62.3;0.7;15.4;124.2;20.1;213.3;543.4;51.5;3.8;0.3;41.6;22.0;1.1;0.5;0.04;0.07;0.06;<0.1;0.8;0.1;0;0.2;0.9;6.72
32826;Thin Pancake, Water;606;6.5;16.3;4.8;0;<0.1;0;0.3;<0.1;<0.1;<0.1;<0.1;0.2;<0.1;16.0;0.8;0.6;0.2;5.9;1.6;2.9;1.3;<0.1;0.4;1.2;1211;360;0;19;65.2;32.4;22.5;0.5;18.9;66.9;12.6;175.1;446.0;63.5;8.0;0.4;65.5;13.0;1.1;0.2;0.05;0.07;0.03;59.4;129.2;0.4;<0.1;0.6;1.2;5.13
32825;Thin Pancake, Whole Milk;799;9.1;19.8;7.0;0;0.1;0;3.8;<0.1;<0.1;<0.1;3.5;0.2;<0.1;16.0;0.8;0.6;0.2;8.2;1.7;3.4;3.0;<0.1;0.4;1.3;1244;368;0;19;73.3;32.4;106.2;0.5;28.9;174.8;16.9;204.8;521.7;129.4;10.1;0.7;97.9;17.4;1.7;0.3;0.08;0.21;0.06;80.3;140.4;0.7;0.7;1.4;1.3;5.72
32918;Thin Potato Pancake, Fat-Free Milk;604;5.0;19.3;4.7;0;0.4;0;3.0;0.2;<0.1;0.2;2.5;0.1;<0.1;16.3;0.9;0.8;0.3;4.6;1.3;2.2;1.0;<0.1;0.3;1.0;970;330;0;7;24.6;28.0;72.1;0.6;24.3;356.1;22.6;238.7;608.2;96.7;5.0;0.6;61.9;15.3;1.3;0.5;0.11;0.14;0.10;31.3;83.3;0.3;3.6;0.9;0.9;5.07
32917;Thin Potato Pancake, Low-Fat Milk;629;5.7;19.2;4.7;0;0.4;0;2.9;0.2;<0.1;0.2;2.5;0.1;<0.1;16.3;0.9;0.8;0.3;5.3;1.3;2.4;1.5;<0.1;0.3;1.0;980;332;0;7;27.4;28.0;71.6;0.6;24.4;351.0;22.1;237.2;604.3;96.7;5.0;0.6;61.1;15.3;1.3;0.5;0.11;0.14;0.10;37.5;86.0;0.3;3.5;0.9;0.9;5.16
31905;Thin Spinach Pancake, Spinach Crepes, Atria/Pirkka;886;6.1;32.1;5.9;0;0;0;2.2;<0.1;<0.1;1.1;<0.1;0.4;0.6;29.6;1.6;1.1;0.4;5.7;1.7;2.8;1.0;0.1;0.5;1.2;1218;489;0;4;15.2;52.0;41.5;0.7;5.8;183.6;21.6;416.4;1061.0;59.1;6.8;0.4;74.5;31.3;1.4;0.5;0.08;0.07;0.04;50.3;1295.9;<0.1;6.9;<0.1;1.2;51.35
32901;Thin Spinach Pancake, Spinach Crepes, Fat-Free Milk;588;5.4;16.0;6.2;0;0.1;0;3.2;<0.1;<0.1;<0.1;2.9;0.2;<0.1;12.8;1.1;0.7;0.3;4.9;1.4;2.3;1.1;<0.1;0.3;1.0;979;325;0;15;52.9;28.5;106.8;0.9;23.5;303.6;27.9;169.6;432.1;112.6;10.7;0.7;88.9;48.8;1.8;0.5;0.12;0.22;0.07;113.4;2145.0;0.5;10.2;1.1;1.3;75.42
30189;Thin Spinach Pancake, Spinach Crepes, Industrial;692;6.4;20.7;5.5;0;0;0;1.4;<0.1;<0.1;<0.1;<0.1;0.2;1.0;19.4;1.2;0.8;0.3;5.8;1.6;3.0;1.2;<0.1;0.4;1.2;1163;410;0;12;42.1;36.7;41.2;0.7;31.9;169.0;17.7;396.0;1009.1;61.3;8.1;0.4;74.7;41.5;1.5;0.4;0.08;0.09;0.05;73.1;1278.0;0.3;9.3;0.3;1.2;47.29
33033;Thin Spinach Pancake, Spinach Crepes, Lidl;850;6.1;30.0;6.0;0;0;0;1.9;<0.1;<0.1;0.9;0;0.3;0.6;28.1;1.6;1.1;0.4;6.0;2.1;3.4;0.6;<0.1;0.6;1.5;1495;633;0;4;15.2;58.4;30.4;0.7;5.8;170.8;21.7;369.0;940.2;60.4;6.9;0.4;66.6;31.5;1.5;0.5;0.08;0.07;0.04;50.7;1303.9;<0.1;6.9;<0.1;1.5;53.06
3219;Thin Spinach Pancake, Spinach Crepes, Low-Fat Milk;617;6.2;15.9;6.1;0;0.1;0;3.1;<0.1;<0.1;<0.1;2.8;0.2;<0.1;12.8;1.1;0.7;0.3;5.7;1.4;2.5;1.7;<0.1;0.3;1.0;990;328;0;15;56.0;28.5;106.2;0.9;23.5;297.7;27.3;167.8;427.7;112.6;10.7;0.7;88.0;48.8;1.8;0.5;0.12;0.22;0.07;120.5;2148.2;0.5;10.1;1.1;1.3;75.53
29219;Thin Spinach Pancake, Spinach Crepes, Without Milk;541;6.0;13.8;4.5;0;0;0;0.6;<0.1;<0.1;<0.1;0;0.2;0.3;13.2;1.1;0.7;0.3;5.4;1.8;2.9;0.7;<0.1;0.5;1.3;1302;455;0;15;52.2;37.5;38.7;0.9;15.7;215.7;21.4;138.9;354.0;61.6;9.3;0.5;63.6;47.5;1.3;0.5;0.10;0.12;0.05;101.4;2197.2;0.3;9.8;0.3;1.6;79.04
11194;Thyme, Dried;1183;7.4;26.9;9.1;0;<0.1;N/A;1.7;N/A;N/A;N/A;0;N/A;N/A;25.2;37.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;55.0;140.1;N/A;4.6;N/A;N/A;274.0;N/A;N/A;N/A;N/A;N/A;189.3;3159.0;0;N/A;0;7.5;1714.50
32386;Tikka Masala, Uncle Ben'S;456;7.2;9.0;1.3;0;0.3;0;6.1;0.9;0;0.7;1.2;0;3.3;2.6;1.1;0.4;0.2;6.8;2.7;1.3;2.8;<0.1;<0.1;2.6;2627;27;0;0;3.7;19.3;41.7;0.2;4.1;170.1;10.9;521.8;1329.6;44.2;0.8;0.2;17.9;7.8;0.6;0.3;0.05;0.07;0.04;38.8;1675.6;<0.1;6.9;<0.1;2.9;2.73
33312;Tilapia, Fried;633;7.0;<0.1;22.0;0;<0.1;0;<0.1;0;<0.1;<0.1;<0.1;0;0;0;0;0;0;6.5;1.8;3.0;1.6;<0.1;0.6;1.2;1190;419;5;94;57.1;24.2;11.8;0.6;4.5;331.8;29.7;69.8;177.9;187.3;45.8;0.4;230.2;18.4;6.9;4.3;0.22;0.06;0.03;23.8;5.5;1.5;<0.1;3.7;1.3;6.91
33211;Tilapia, Imported Fish;404;1.7;0;20.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0.4;0.5;0.6;0;0.2;0.2;158;33;5;86;50.0;N/A;10.0;0.6;4.0;302.0;27.0;52.0;132.5;170.0;41.8;0.3;210.0;24.0;7.4;3.9;0.20;0.06;0.04;3.8;0;1.6;0;3.1;0.4;1.40
33251;Tilapia, Oven-Baked;543;2.6;0;26.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;0.5;1.0;0.9;0;0.2;0.3;285;45;5;130;57.0;N/A;14.0;0.7;4.0;380.0;34.0;56.0;142.7;204.0;54.4;0.4;265.0;6.0;9.2;4.7;0.15;0.07;0.09;0;0;1.9;0;3.7;0.8;0.90
33704;Toast, Cheese Toast, Linkosuo;1088;5.0;42.7;9.1;0;0.1;0;0.2;0.1;0;<0.1;0;0;<0.1;42.5;2.4;1.7;0.6;4.6;0.9;1.7;1.9;0.1;0.2;0.7;709;176;0;0;5.8;38.4;77.0;0.8;31.8;115.7;16.3;428.1;1090.8;106.7;6.2;0.9;110.7;34.4;2.5;0.9;0.08;0.10;0.05;20.9;130.5;0.1;<0.1;<0.1;0.6;6.28
31682;Toast, Gluten-Free;878;4.1;39.1;2.6;0;0;0;3.7;0;0;0;3.2;0;0.5;35.5;2.0;0.2;<0.1;3.9;1.0;2.1;0.8;<0.1;0.3;0.7;729;307;0;0;1.1;18.2;73.3;3.1;9.2;128.3;10.3;428.1;1090.9;73.0;1.3;0.5;38.3;51.3;2.2;2.3;0.18;0.24;0.16;0.3;1.3;0.2;0.4;<0.1;0.6;4.30
31542;Toast, Gluten-Free, Contains Wheat Starch;905;3.1;42.6;4.1;0;0;0;9.8;<0.1;0;<0.1;5.7;<0.1;4.0;34.8;0.6;0.5;0.1;2.9;0.9;1.4;0.6;<0.1;0.2;0.7;659;196;0;0;1.2;22.7;169.0;3.3;14.4;161.9;20.4;435.1;1108.5;135.9;5.7;0.7;60.4;9.7;2.8;2.1;0.23;0.27;0.18;1.8;230.9;0.1;0.4;<0.1;0.4;2.75
29796;Toast, Graham Toast;1201;3.8;51.2;9.2;0;0;0;1.0;<0.1;0;<0.1;0;0.6;0.3;50.2;4.3;3.6;0.7;3.3;0.9;1.0;1.2;0;0.1;0.8;823;115;0;0;0;42.7;20.2;1.5;20.0;193.2;46.0;432.6;1102.3;151.0;6.8;1.2;106.9;24.6;3.3;1.9;0.09;0.09;0.11;0.2;58.1;0;0;0;0.4;1.14
31847;Toast, Graham Toast, Fazer Täysjyväpaahto;1137;3.6;46.3;9.3;0;0;0;2.6;<0.1;0;0.1;0;0.2;2.2;43.7;7.3;5.4;0.7;3.1;1.4;1.4;0.3;0;0.3;1.1;1100;275;0;0;0.1;63.4;22.2;2.5;33.1;286.9;78.3;434.5;1107.0;225.6;5.7;1.9;114.1;40.5;4.5;3.2;0.11;0.12;0.16;0.2;150.8;0;0;0;0.9;4.52
31857;Toast, Graham Toast, Vaasan Arkipaahto;1044;2.9;45.9;7.7;0;0;0;2.3;0.4;0;0.3;0;<0.1;1.6;43.6;2.8;2.1;0.6;2.6;0.9;1.1;0.5;0;0.2;0.7;747;177;0;0;<0.1;41.3;13.6;1.0;6.4;128.1;20.3;427.3;1088.8;81.6;4.9;0.7;88.4;37.1;2.3;1.1;0.08;0.09;0.06;0.2;125.7;0;0;0;0.6;2.85
31861;Toast, Graham Toast, Vaasan Isopaahto;1059;2.3;47.0;8.1;0;0;0;1.6;0.5;0;0.5;0;0.1;0.6;45.4;4.4;2.4;0.7;2.0;0.9;0.9;0.2;0;0.2;0.7;712;168;0;0;<0.1;44.3;14.0;1.1;31.5;139.2;23.6;388.8;990.7;91.7;5.3;0.8;93.3;29.0;2.5;1.2;0.08;0.07;0.07;0.2;135.0;0;0;0;0.6;2.75
31522;Toast, High-Fibre, Low Sodium;1130;4.2;46.0;7.7;0;0;0;3.3;3.1;0;<0.1;0;<0.1;0.1;42.9;7.8;1.9;0.6;3.8;1.5;2.0;0.3;0;0.4;1.1;1123;351;0;0;0.2;51.2;12.5;1.0;7.0;126.1;21.0;273.7;697.3;88.7;5.1;0.8;89.9;37.6;2.2;0.9;0.08;0.08;0.07;0.2;121.8;0;0;0;0.8;5.18
29806;Toast, Multigrain Toast;1121;4.4;45.8;8.5;0;0;0;1.0;<0.1;0;<0.1;0;0.5;0.3;44.8;4.1;3.3;0.8;3.9;1.6;1.3;1.0;<0.1;<0.1;1.6;1564;81;0;0;<0.1;48.4;21.3;1.3;19.7;190.4;47.4;422.1;1075.5;152.6;6.5;1.2;100.9;32.0;2.5;1.1;0.11;0.09;0.14;0.3;40.7;0;0;0;1.7;2.17
31840;Toast, Multigrain Toast, Fazer Alku;1179;7.0;43.1;9.0;0;0;0;2.2;0.6;0;0.6;0;<0.1;0.8;40.9;4.4;2.1;0.7;6.4;2.9;2.5;1.0;0;1.2;1.7;1687;1239;0;0;0.1;55.6;29.6;1.7;6.7;210.9;51.5;468.2;1193.0;142.2;5.6;1.2;108.5;35.1;2.5;1.0;0.12;0.08;0.15;0.4;163.2;0;<0.1;0;1.1;4.30
31833;Toast, Multigrain Toast, Fazer Roast Rolls;1125;6.4;40.3;8.2;0;0;0;3.0;0.8;0;0.9;0;0.1;1.2;37.4;7.8;2.9;0.7;5.8;3.4;1.7;0.8;0;2.1;1.2;1226;2116;0;0;<0.1;61.9;34.5;1.7;6.6;210.3;56.7;431.9;1100.6;131.5;5.0;1.2;94.3;24.2;2.2;0.8;0.13;0.06;0.16;0.2;163.4;0;<0.1;0;0.6;3.68
33694;Toast, Multigrain Toast, Fazer Viisi Viljaa;1130;4.9;44.2;9.1;0;0;0;3.5;0.1;0;0.1;0;<0.1;3.0;40.8;5.3;2.6;0.6;4.4;2.3;1.7;0.4;0;1.0;1.3;1335;973;0;0;0.1;56.4;20.7;1.7;31.0;190.6;50.1;396.3;1009.7;136.5;5.3;1.1;106.2;30.9;2.9;1.6;0.14;0.09;0.13;0.4;162.1;<0.1;<0.1;0;1.0;3.84
31862;Toast, Multigrain Toast, Vaasan Isopaahto;1206;4.1;50.0;9.7;0;0;0;2.2;0.5;0;0.5;0;<0.1;1.1;47.8;4.8;3.6;0.8;3.7;1.6;1.7;0.4;0;0.3;1.4;1372;255;0;0;0.1;55.7;20.3;1.6;35.0;190.6;41.7;431.1;1098.4;143.3;5.8;1.2;119.0;28.8;2.5;0.9;0.11;0.08;0.15;0.3;156.9;<0.1;0;0;1.2;4.31
31859;Toast, Oats And Cheese, Fazer Roast Rolls;1165;8.0;40.0;8.6;0;<0.1;0;2.5;1.1;0;1.2;<0.1;<0.1;0.2;37.4;5.3;4.5;0.8;7.5;2.2;3.7;1.5;<0.1;0.6;1.7;1662;567;0;0;3.1;65.1;75.1;1.6;7.7;182.1;47.9;538.0;1370.7;173.3;6.2;1.3;115.2;26.1;2.8;1.1;0.09;0.09;0.12;9.5;117.7;0.1;0;<0.1;1.3;9.28
31846;Toast, Oats Toast, Fazer Kaurapaahto;1140;3.5;48.2;8.2;0;0;0;3.4;1.0;0;1.2;0;<0.1;1.2;44.8;6.5;5.0;1.0;3.1;1.1;1.4;0.6;0;0.2;0.9;950;175;0;0;<0.1;40.3;15.0;1.2;35.4;147.7;28.4;426.7;1087.3;115.0;5.6;1.0;99.5;39.9;2.4;1.0;0.08;0.09;0.08;0.2;127.9;0;0;0;0.6;2.82
